dci_a,dci_b,severity,description
LOSARTAN,FLUCONAZOLE,A_PRENDRE_EN_COMPTE,"Risque de diminution de l’efficacité du losartan, par inhibition de la formation de son métabolite actif par le fluconazole."
LURASIDONE,MILLEPERTUIS,CONTRE_INDICATION,Diminution des concentrations plasmatiques de la lurasidone par augmentation de son métabolisme hépatique par le millepertuis.
LURASIDONE,PAMPLEMOUSSE,DECONSEILLEE,Augmentation des concentrations plasmatiques de la lurasidone par diminution de son métabolisme par le pamplemousse.
MACITENTAN,MILLEPERTUIS,DECONSEILLEE,Risque de diminution des concentrations plasmatiques de macitentan par augmentation de son métabolisme par le millepertuis.
MACROLIDES,ANTIVITAMINES K,PRECAUTION_EMPLOI,Augmentation de l'effet de l'antivitamine K et du risque hémorragique. Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'antivitamine K pendant le traitement par le macrolide et après son arrêt.
MACROLIDES,COLCHICINE,CONTRE_INDICATION,"Augmentation des effets indésirables de la colchicine, aux conséquences potentiellement fatales."
MACROLIDES,DIGOXINE,PRECAUTION_EMPLOI,Augmentation de la digoxinémie par augmentation de son absorption. Surveillance clinique et éventuellement de la digoxinémie pendant le traitement par le macrolide et après son arrêt.
MACROLIDES,DIHYDROERGOTAMINE,CONTRE_INDICATION,Ergotisme avec possibilité de nécrose des extrémités (inhibition de l’élimination hépatique de l'alcaloïde de l’ergot de seigle).
MACROLIDES,ERGOTAMINE,CONTRE_INDICATION,Ergotisme avec possibilité de nécrose des extrémités (diminution de l'élimination hépatique de l'ergotamine).
MAGNÉSIUM,ROXADUSTAT,PRECAUTION_EMPLOI,"La prise de cation divalent peut diminuer l’absorption intestinale et, potentiellement, l’efficacité du roxadustat pris simultanément. Prendre le roxadustat à distance des sels de magnésium (plus de 1 heure, si possible)."
MANNITOL,LITHIUM,PRECAUTION_EMPLOI,Diminution de la lithémie avec risque de baisse de l’efficacité thérapeutique. Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium.
MARAVIROC,FOSAMPRENAVIR,DECONSEILLEE,Diminution significative des concentrations d’amprénavir pouvant conduire à une perte de la réponse virologique.
MARAVIROC,MILLEPERTUIS,DECONSEILLEE,Risque de diminution des concentrations plasmatiques de maraviroc pouvant conduire à une perte de la réponse virologique.
MARIBAVIR,GANCICLOVIR,CONTRE_INDICATION,Antagonisme de la phosporylation et donc de l'effet pharmacologique du ganciclovir par le maribavir.
MARIBAVIR,IMMUNOSUPPRESSEURS,PRECAUTION_EMPLOI,"Possible augmentation des concentrations de l’immunosuppresseur. Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation éventuelle de la posologie pendant l'association et après son arrêt."
MARIBAVIR,VALGANCICLOVIR,CONTRE_INDICATION,Antagonisme de la phosporylation et donc de l'effet pharmacologique du valganciclovir par le maribavir.
MEFLOQUINE,QUININE,DECONSEILLEE,Pour la quinine administrée par voie IV : risque majoré de survenue de crises épileptiques par addition des effets proconvulsivants. Respecter un délai minimum de 12 heures entre la fin de l'administration IV de quinine et le début de l'administration de méfloquine.
MEQUITAZINE,BUPROPION,DECONSEILLEE,"Risque de majoration des effets indésirables de la méquitazine, par inhibition de son métabolisme par l’inhibiteur enzymatique."
MEQUITAZINE,CINACALCET,DECONSEILLEE,"Risque de majoration des effets indésirables de la méquitazine, par inhibition de son métabolisme par l’inhibiteur enzymatique."
MEQUITAZINE,DULOXETINE,DECONSEILLEE,"Risque de majoration des effets indésirables de la méquitazine, par inhibition de son métabolisme par l’inhibiteur enzymatique."
METFORMINE,ALCOOL,DECONSEILLEE,"Risque majoré d'acidose lactique lors d'intoxication alcoolique aiguë, particulièrement en cas de jeûne ou dénutrition, ou bien Eviter la prise de boissons alcoolisées et de médicaments contenant de d'insuffisance hépatocellulaire. l'alcool."
METFORMINE,DOLUTÉGRAVIR,PRECAUTION_EMPLOI,"Augmentation moyenne de moins de deux fois des concentrations plasmatiques de metformine. Chez le patient avec une insuffisance rénale modérée, surveillance clinique et éventuelle réduction supplémentaire de la posologie de metformine."
METHADONE,ANTITUSSIFS MORPHINE-LIKE,A_PRENDRE_EN_COMPTE,"Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage."
METHADONE,ANTITUSSIFS MORPHINIQUES VRAIS,A_PRENDRE_EN_COMPTE,"Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage."
METHADONE,APALUTAMIDE,DECONSEILLEE,"Risque de diminution très importante des concentrations de la méthadone, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
METHADONE,CIMETIDINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de méthadone avec surdosage et risque majoré d’allongement de l’intervalle QT et Surveillance clinique et électrocardiographique renforcée ; si besoin, de troubles du rythme ventriculaire, notamment de torsades de adaptation de la posologie de la méthadone pendant le traitement par la pointes. cimétidine et après son arrêt."
METHADONE,FLUVOXAMINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de méthadone avec surdosage et risque majoré d’allongement de l’intervalle QT et Surveillance clinique et électrocardiographique renforcée ; si besoin, de troubles du rythme ventriculaire, notamment de torsades de adaptation de la posologie de la méthadone pendant le traitement par la pointes. fluvoxamine et après son arrêt."
METHENAMINE,SULFAMETHIZOL,DECONSEILLEE,Précipitation cristalline dans les voies urinaires (favorisée par l'acidification des urines).
METHOTREXATE,ACIDE ACETYLSALICYLIQUE,CONTRE_INDICATION,"Majoration de la toxicité, notamment hématologique, du méthotrexate (diminution de sa clairance rénale par l'acide Avec le méthotrexate utilisé à des doses > 20 mg/semaine : acétylsalicylique). - contre-indication avec l'acide acétylsalicylique utilisé à doses antalgiques, antipyrétiques ou anti-inflammatoires - précaution d'emploi avec des doses antiagrégantes plaquettaires d'acide acétylsalicylique. Contrôle hebdomadaire de l’hémogramme durant les premières semaines de l’association. Surveillance accrue en cas d’altération (même légère) de la fonction rénale, ainsi que chez le sujet âgé. Avec le méthotrexate utilisé à des doses =< 20 mg/semaine : - précaution d'emploi avec l'acide acétylsalicylique utilisé à doses antalgiques, antipyrétiques ou anti-inflammatoires. Contrôle hebdomadaire de l’hémogramme durant les premières semaines de l’association. Surveillance accrue en cas d’altération (même légère) de la fonction rénale, ainsi que chez le sujet âgé."
METHOTREXATE,ACITRETINE,CONTRE_INDICATION,Risque de majoration de l'hépatotoxicité du méthotrexate.
METHYLDOPA,FER,PRECAUTION_EMPLOI,"Diminution de l'absorption digestive de la méthyldopa (formation de complexes). Prendre les sels de fer à distance de la méthyldopa (plus de deux heures, si possible)."
METHYLDOPA,LEVODOPA,PRECAUTION_EMPLOI,Augmentation des effets de la lévodopa mais également de ses effets indésirables. Majoration de l'effet antihypertenseur de la Surveillance clinique et éventuellement diminution des doses de méthyldopa. lévodopa.
MÉTHYLERGOMÉTRINE,SULPROSTONE,CONTRE_INDICATION,Risque de vasoconstriction coronaire pouvant être fatale. Ne pas utiliser ces deux médicaments simultanément ou successivement.
METHYLPREDNISOLONE,ANTIVITAMINES K,PRECAUTION_EMPLOI,"Pour des doses de 0,5 à 1g de méthylprednisolone administrées en bolus : augmentation de l'effet de l'antivitamine K et du risque Contrôle de l'INR 2 à 4 jours après le bolus de méthylprednisolone ou hémorragique. en présence de tous signes hémorragiques."
METHYLPREDNISOLONE,CICLOSPORINE,A_PRENDRE_EN_COMPTE,Avec la méthylprednisolone administrée par voie IV : augmentation possible des concentrations sanguines de ciclosporine et de la créatininémie. Mécanisme invoqué : diminution de l'élimination hépatique de la ciclosporine.
METOPROLOL,ABIRATERONE,PRECAUTION_EMPLOI,"Chez l'insuffisant cardiaque, risque d'augmentation des effets indésirables du métoprolol, par diminution de son métabolisme Surveillance clinique. Si besoin, adaptation de la posologie du hépatique par l'abiratérone. métoprolol pendant le traitement par l'abiratérone."
METOPROLOL,BUPROPION,PRECAUTION_EMPLOI,"Avec le métoprolol utilisé dans l'insuffisance cardiaque : risque d'augmentation des effets indésirables du métoprolol par diminution Surveillance clinique. Si besoin, adaptation de la posologie du de son métabolisme hépatique par le bupropion. métoprolol pendant le traitement par le bupropion."
METOPROLOL,CIMETIDINE,PRECAUTION_EMPLOI,"Avec le métoprolol utilisé dans l'insuffisance cardiaque, et la cimétidine utilisée à des doses supérieures ou égales à 800 mg/j : Surveillance clinique. Si besoin, adaptation de la posologie du augmentation des concentrations du métoprolol, pouvant être métoprolol pendant le traitement par la cimétidine. préjudiciables dans le cas du traitement de l'insuffisance cardiaque, par diminution de son métabolisme hépatique par la cimétidine."
METOPROLOL,CINACALCET,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de métroprolol avec risque de surdosage, par diminution de son métabolisme Surveillance clinique et réduction de la posologie du métroprolol hépatique par le cinacalcet. pendant le traitement par cinacalcet."
METOPROLOL,DARIFENACINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques du métoprolol, avec risque de surdosage, par diminution de son métabolisme Surveillance clinique et réduction de la posologie du métoprolol pendant hépatique par la darifénacine. le traitement par darifénacine."
METOPROLOL,DULOXETINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de métoprolol avec risque de surdosage, par diminution de son métabolisme hépatique Surveillance clinique et réduction de la posologie du métoprolol pendant par la duloxétine. le traitement par la duloxétine et après son arrêt."
METOPROLOL,FLUOXETINE,PRECAUTION_EMPLOI,"Risque de majoration des effets indésirables du métoprolol, avec notamment bradycardie excessive, par inhibition de son Surveillance clinique accrue ; si besoin, adaptation de la posologie du métabolisme par la fluoxétine. métoprolol pendant la durée du traitement par la fluoxétine et après son arrêt."
METOPROLOL,MIRABÉGRON,PRECAUTION_EMPLOI,"Avec le métoprolol utilisé dans l'insuffisance cardiaque, augmentation des concentrations plasmatiques du métoprolol par Surveillance clinique et réduction éventuelle de la posologie du diminution de son métabolisme par le mirabégron. métoprolol pendant l'association."
METRONIDAZOLE,BUSULFAN,DECONSEILLEE,Avec le busulfan à fortes doses : doublement des concentrations de busulfan par le métronidazole.
METRONIDAZOLE,DISULFIRAME,DECONSEILLEE,"Risque d’épisodes de psychose aiguë ou d’état confusionnel, réversibles à l’arrêt de l’association."
METRONIDAZOLE,LITHIUM,PRECAUTION_EMPLOI,"Augmentation de la lithémie pouvant atteindre des valeurs toxiques, avec signes de surdosage en lithium. Surveillance stricte de la lithémie et adaptation éventuelle de la posologie du lithium."
METRONIDAZOLE,RIFAMPICINE,PRECAUTION_EMPLOI,Diminution des concentrations plasmatiques du métronidazole par augmentation de son métabolisme hépatique par la rifampicine. Surveillance clinique et adaptation éventuelle de la posologie de métronidazole pendant le traitement par la rifampicine et après son arrêt.
METYRAPONE,PHÉNYTOÏNE,PRECAUTION_EMPLOI,"Risque de faux négatif du test à la métyrapone, dû à une diminution de ses concentrations plasmatiques, par augmentation de son Doubler la posologie de métyrapone. métabolisme hépatique par la phénytoïne."
MEXILETINE,BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,CONTRE_INDICATION,Effet inotrope négatif avec risque de décompensation cardiaque.
MICONAZOLE,ANTIVITAMINES K,CONTRE_INDICATION,"Hémorragies imprévisibles, éventuellement graves."
MICONAZOLE,PHÉNYTOÏNE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de phénytoïne pouvant atteindre des valeurs toxiques, par inhibition du Surveillance clinique étroite, dosage des concentrations plasmatiques métabolisme hépatique de la phénytoïne. de phénytoïne et adaptation éventuelle de sa posologie pendant le traitement par le miconazole et après son arrêt."
MICONAZOLE,SULFAMIDES HYPOGLYCÉMIANTS,CONTRE_INDICATION,"Augmentation de l'effet hypoglycémiant avec survenue possible de manifestations hypoglycémiques, voire de coma."
MIDAZOLAM,DILTIAZEM,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de midazolam par diminution de son métabolisme hépatique, avec majoration de la Surveillance clinique et réduction de la posologie pendant le traitement sédation. par le diltiazem."
MIDAZOLAM,FLUCONAZOLE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de midazolam par diminution de son métabolisme hépatique, avec majoration de la Surveillance clinique et réduction de la posologie de midazolam en cas sédation. de traitement par le fluconazole."
MIDECAMYCINE,CICLOSPORINE,PRECAUTION_EMPLOI,"Risque d'augmentation des concentrations sanguines de ciclosporine et de la créatininémie. Dosage des concentrations sanguines de la ciclosporine, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après l'arrêt du macrolide."
MIDODRINE,DIGOXINE,DECONSEILLEE,"Troubles de l'automatisme (majoration de l'effet bradycardisant de la midodrine) et troubles de la conduction auriculo-ventriculaire. Si cette association ne peut être évitée, renforcer la surveillance clinique et ECG."
MIDODRINE,IMAO IRRÉVERSIBLES,CONTRE_INDICATION,"Crises hypertensives (inhibition du métabolisme des amines pressives). Du fait de la durée d'action des IMAO, cette interaction est encore possible 15 jours après l'arrêt de l'IMAO."
MIDOSTAURINE,MILLEPERTUIS,CONTRE_INDICATION,Diminution des concentrations de midostaurine par le millepertuis.
MIFAMURTIDE,ANTI-INFLAMMATOIRES NON STÉROÏDIENS,CONTRE_INDICATION,"Aux doses élevées d’AINS, risque de moindre efficacité du mifamurtide."
MILLEPERTUIS,ANTICONVULSIVANTS MÉTABOLISÉS,CONTRE_INDICATION,Risque de diminution des concentrations plasmatiques et de l'efficacité de l'anticonvulsivant.
MILLEPERTUIS,ANTIVITAMINES K,CONTRE_INDICATION,"Diminution des concentrations plasmatiques de l'antivitamine K, en raison de son effet inducteur enzymatique, avec risque de baisse En cas d'association fortuite, ne pas interrompre brutalement la prise de d'efficacité voire d'annulation de l'effet dont les conséquences millepertuis mais contrôler l'INR avant puis après l'arrêt du millepertuis. peuvent être éventuellement graves (évènement thrombotique)."
